ECO_ID,SpeciesCount,BiomeType,GF_H,LC_A,PH_D,RS_T,PT_U,LS_C,LM_L,LV_P,SS_B,IF_I,OP_H,FS_Z,PF_C,FT_D,FD_D,SizeCategory,sPC1,sPC2,sPC3
40120,350.6,Trop/Subtrop Forests,0.060199319,-1.169807085,-0.574876282,0.153841776,0.964197995,-1.209668989,-0.438112027,-1.490065349,1.14707211,0.325105647,1.209668989,-0.680250248,0.166719096,0.802802421,0.03537598,"[57, 670]",1.2013507034555,-1.75251766737092,-1.76114762470819
40121,546.0666667,Trop/Subtrop Forests,0.256336285,-2.24752085,-1.057612251,-1.641845997,1.185126242,-1.985852849,-0.643162324,-0.462444631,0.922828821,0.812087393,0.618402297,-0.357800938,0.392635247,0.984859912,-0.040998005,"[57, 670]",1.4478132482363,0.103372668374358,1.80305162785259
40123,1191.866667,Trop/Subtrop Forests,-0.864714989,-2.772439049,-1.53244744,-0.845397622,0.709227979,-1.798419755,-0.756126462,-1.476795922,0.66623451,0.191184495,0.73183738,-0.954271907,0.239130823,0.243400232,-0.310804461,"(670, 1652]",4.30799317555431,0.68859262332612,-0.813970386584694
40124,946,Trop/Subtrop Forests,-0.086040553,-1.53600792,-0.619773162,-0.626059999,0.842731178,-1.598037494,-0.606397207,-1.492606686,1.1626638,0.261334899,1.120351639,-0.682065578,0.151764813,0.83890084,0.136259531,"(670, 1652]",1.94203738142569,-1.62621595444692,-0.968147624585274
40129,751.9333333,Trop/Subtrop Forests,-0.715938419,-2.616550575,-1.730850855,-0.620366094,0.878366401,-2.081779655,-0.862196694,-1.280892731,0.652791596,0.157646508,0.708938564,-1.00884137,0.233501681,0.299294592,-0.237038427,"(670, 1652]",4.0771665485516,0.757934497519343,-0.00621071413992956
40134,721.7333333,Trop/Subtrop Forests,0.266438177,-1.185668762,-0.305145911,-0.610878692,0.931387516,-1.610405518,-0.661266605,-1.043972917,1.242039105,0.407680341,1.276728354,-0.243928228,0.323314087,1.190323697,0.199541414,"(670, 1652]",0.666251039100882,-2.25321204500512,-0.261890265868642
40135,682.4666667,Trop/Subtrop Forests,-0.122561689,-1.789041184,-0.706072426,-0.906782318,0.678131236,-1.968201018,-0.970624499,-1.159423517,1.232907033,0.19016544,0.941299239,-0.434606696,0.16867442,0.69540763,0.027900269,"(670, 1652]",2.55500956435687,-1.91355855735196,0.103313423453155
40136,438.3333333,Trop/Subtrop Forests,-0.830485039,-4.051735834,-1.701652572,-2.816431681,1.064308133,-1.527378136,-0.983669134,-0.998549616,0.86855761,0.581915436,0.473591217,-0.691650549,0.621349439,0.252803403,-0.145125727,"[57, 670]",4.10423514360306,1.64547279151901,0.892216271548241
40137,5363.466667,Trop/Subtrop Forests,-0.3558317,-2.648905443,-0.745098991,-0.769921721,0.92164912,-1.722837405,-0.35163738,-1.352193883,0.964461204,0.468702703,0.681708062,-0.686186022,0.330673323,0.608560765,-0.138707209,"(1652, 9633]",2.43485555835476,-0.00467256472544765,-0.371476898685291
40144,673.7333333,Trop/Subtrop Forests,-0.697259761,-3.691499901,-2.19751787,-1.748436616,0.859903078,-2.160123322,-1.088430498,-1.061544606,0.755299816,0.410492807,0.493752385,-0.721539943,0.319293409,0.086155557,-0.248801609,"(670, 1652]",4.68212742004683,1.03435374582979,1.29614050788008
40146,2551.2,Trop/Subtrop Forests,-1.047892017,-3.017872902,-2.216219562,-1.323800924,0.963599457,-1.655533018,-1.097327443,-1.48924936,0.689677237,0.278104851,1.094123097,-1.207766638,0.477181801,0.13565843,-0.499363041,"(1652, 9633]",4.7186675505802,2.08244164739098,-0.809532829881637
40149,4376.666667,Trop/Subtrop Forests,-0.441387451,-2.436041565,-0.838114172,-0.579871627,0.933429212,-1.737617891,-0.369633715,-1.488513431,0.860896525,0.380637381,0.854491903,-0.896977674,0.370489053,0.559370865,-0.266660661,"(1652, 9633]",2.7008398962776,0.607610671389059,-0.916544575700627
40150,659.3333333,Trop/Subtrop Forests,-0.604173693,-2.26018008,-0.910277927,-0.496803313,0.763000248,-1.603074767,-0.640205396,-2.092690052,1.083765894,0.091525119,1.045345658,-0.898040453,0.106839909,0.417592554,-0.261834572,"[57, 670]",3.56981545229084,-0.724139474853897,-1.90185567151985
40151,1159.533333,Trop/Subtrop Forests,-0.542864004,-2.445516144,-1.035114713,-0.650929121,0.755204367,-1.797219003,-0.78641961,-1.721377924,1.101832798,0.232624414,0.954919126,-0.881499723,0.179690086,0.248564957,-0.187956009,"(670, 1652]",3.48498484555595,-0.497443152232838,-0.943733210830565
40152,687.6,Trop/Subtrop Forests,-0.302302435,-3.362595756,-1.473959055,-1.48219685,1.119887064,-1.73724803,-0.775179271,-0.601116624,0.882565049,0.713795531,0.088376414,-0.612665461,0.352102482,0.420056253,-0.019861427,"(670, 1652]",2.79642433086243,0.524353532810941,1.68989286832001
40154,550.6,Trop/Subtrop Forests,-0.534705656,-2.317626294,-2.001884224,-0.9605791,0.679761068,-1.939084184,-0.884428278,-1.55134122,1.236715674,0.179524514,0.872596228,-0.977846895,0.293022315,0.359085848,-0.249151186,"[57, 670]",3.90390965590556,-0.310408745141442,-0.271222514646228
40155,301.4,Trop/Subtrop Forests,0.192629192,-2.442971982,-1.796931648,-1.312228146,0.587424298,-2.690383174,-0.792742245,-0.75602494,1.382556039,0.469030683,0.51126046,-0.404633507,0.116177471,0.738649293,0.011277002,"[57, 670]",2.80766352044247,-1.53487706792198,2.40402262967301
40158,1425.333333,Trop/Subtrop Forests,-1.099899942,-3.176064141,-2.161397798,-1.266490987,1.124747461,-1.566451058,-0.9975965,-1.604655119,0.467873392,0.349783103,0.986301827,-1.103794361,0.579249429,0.218859327,-0.331102984,"(670, 1652]",4.45450673723203,2.22341563811497,-0.706272018630466
40159,850.3333333,Trop/Subtrop Forests,-0.532109497,-3.124437191,-2.116394852,-1.314782043,0.995993838,-1.80644161,-0.633398715,-1.255435381,0.769335298,0.439243568,0.478324736,-0.64417387,0.427809917,0.413125767,-0.099468221,"(670, 1652]",3.56677375104752,0.499550269899089,0.650725846401365
40162,157.4666667,Trop/Subtrop Forests,-0.250807522,-1.543090727,-0.829875734,-0.378713902,0.778439063,-1.188722073,-0.449486848,-1.629218616,0.999532424,0.233144314,1.45526211,-0.922140933,0.048105854,0.623993748,-0.011405884,"[57, 670]",2.26250637635312,-1.0267611022364,-2.42245922026958
40163,1725.866667,Trop/Subtrop Forests,-0.687252997,-2.879067029,-1.805977058,-1.190291232,0.718897689,-1.702920915,-0.980235127,-1.214021336,0.750232567,0.239307575,0.860357593,-0.865380012,0.306531437,0.287977992,-0.328423376,"(1652, 9633]",4.233263256903,0.71610953183037,-0.490099346691852
40166,425.7333333,Trop/Subtrop Forests,0.118999018,-1.037548701,-0.122044879,0.366974196,0.969810634,-1.321564653,-0.223834327,-1.707634095,1.174375184,0.353359347,1.499813941,-0.719662902,0.162425177,1.04454873,-0.029171286,"[57, 670]",0.729092741769927,-1.60356199705116,-2.26908729133579
40167,621,Trop/Subtrop Forests,0.309086692,-1.954165908,-1.247658554,-0.905089695,1.019455183,-1.655244355,-0.610940966,-0.774130758,0.84940262,0.561392358,0.454973922,-0.534124215,0.425745803,0.766042218,-0.16036028,"[57, 670]",1.91090448118781,-0.0234322324495603,0.52529395126195
40168,609.1333333,Trop/Subtrop Forests,-0.30036148,-1.902969872,-1.78308974,-0.583279283,1.219926705,-1.468706158,-0.705719838,-1.233617521,0.676746054,0.427398642,1.282009606,-0.819894031,0.600065932,0.652864598,-0.280264811,"[57, 670]",2.35089545569669,1.01784584421653,-0.78074377786187
40169,580.5333333,Trop/Subtrop Forests,-0.90693653,-2.822836847,-1.470960808,-1.267190306,0.863048165,-1.785949841,-0.592799782,-1.441333257,0.702771047,0.287099926,0.972395482,-0.972395482,0.575249645,0.287977992,-0.559040951,"[57, 670]",4.00846580405508,1.90571969842967,-0.950825781247053
40170,1289,Trop/Subtrop Forests,0.399093014,-1.672985021,-0.566518178,-0.742813938,1.035637232,-1.822862063,-0.160721327,-0.743091733,0.908614982,0.527538611,0.919823933,-0.827186632,0.466083697,1.015608045,-0.336710192,"(670, 1652]",1.17594244334286,0.955890611441325,-0.286178779756123
40171,1334.666667,Trop/Subtrop Forests,0.019531032,-1.921481901,-0.925753961,-0.664168727,0.974236758,-1.680741399,-0.360667993,-1.212270431,0.887244571,0.451052021,1.000382741,-0.846944939,0.44768676,0.744835064,-0.330805253,"(670, 1652]",2.03630567981705,0.701126659362469,-0.833491172729912
40172,3650.6,Trop/Subtrop Forests,0.529556316,-1.732493136,-0.312602802,-0.638172679,1.053026053,-1.77963241,-0.166664379,-0.821569408,1.043431409,0.630076123,0.737572603,-0.667680611,0.464726111,1.073448457,-0.215298587,"(1652, 9633]",0.752833620402299,0.254234703407173,0.000218602228026304
40201,476.0666667,Trop/Subtrop Forests,-0.014623031,-1.121185584,-0.44938625,-0.047532948,0.929816436,-1.120995374,-0.481198814,-1.865483346,1.206512111,0.213465711,1.495380473,-0.549851274,0.309227542,1.050145293,0.164219465,"[57, 670]",1.12447987416113,-2.20969375589883,-2.26811386264905
40202,1968.6,Trop/Subtrop Forests,-0.116319102,-1.979611161,-0.876384771,-1.199636092,0.965274164,-1.558250597,-0.78157051,-0.911099237,1.077674552,0.569397534,1.027534112,-0.412420836,0.390033387,0.831983692,-0.091477174,"(1652, 9633]",1.80337567886932,-0.686265735548069,0.0709155060514591
40203,193.8,Trop/Subtrop Forests,0.20026747,-1.046414893,-0.264572392,-0.044363007,0.834378099,-1.214800294,-0.326238639,-1.666627481,1.20888723,0.3582132,1.276443185,-0.51219177,0.114181492,1.282320095,0.287099926,"[57, 670]",0.707670937024792,-2.64151261830005,-1.81267450877221
40204,523.6666667,Trop/Subtrop Forests,-0.15589102,-1.298105239,-0.67729753,-0.127577523,0.872056387,-1.316138696,-0.623051752,-1.594529295,1.228405059,0.162193117,1.586941797,-0.803723356,0.386061754,0.818718429,-0.060913986,"[57, 670]",1.66157816326262,-1.17483600881865,-2.08220237806457
40206,870.4666667,Trop/Subtrop Forests,0.388983953,-0.866042787,-0.211371469,-0.253475813,0.861048463,-1.560480247,-0.410293396,-1.092485981,1.322034349,0.14252239,1.68544451,-0.648818503,0.275290034,1.313595837,0.124409711,"(670, 1652]",0.50531049256424,-1.79220629248253,-1.43027595119242
40207,538.5333333,Trop/Subtrop Forests,0.181363535,-1.1366369,-0.254377974,-0.466056668,0.946304817,-1.469545447,-0.439404386,-1.311751698,1.285027538,0.157906873,1.488104074,-0.535677611,0.039792783,1.047321492,0.159890157,"[57, 670]",1.05792590865339,-2.27427217527044,-1.3903453922824
40209,753.3333333,Trop/Subtrop Forests,-0.383504102,-1.608909524,-0.499013428,-0.088376414,0.875506729,-1.191388952,-0.620366094,-1.956232352,1.222461753,0.245097249,1.34017313,-0.856338338,0.172330216,0.7437041,0.030493672,"(670, 1652]",2.02327674063713,-1.56228888006817,-2.30024441297443
40210,845.6666667,Trop/Subtrop Forests,-0.629988719,-2.461882386,-1.352988222,-1.324301038,0.881969423,-1.674484436,-1.041641636,-1.216528986,0.979927062,0.302766127,0.915639902,-0.824011531,0.360675902,0.41394726,-0.178539863,"(670, 1652]",3.47914341253356,0.160090788121157,-0.230925139459029
40211,302.2666667,Trop/Subtrop Forests,-0.67910301,-2.198052485,-1.274779288,-0.617723419,0.904072731,-1.084561799,-0.591809567,-1.447411739,0.604124925,0.377957946,1.300848517,-1.001639559,0.568220995,0.357332852,-0.27361425,"[57, 670]",2.90188935462908,1.20089406786893,-2.1950482366388
40212,346.8666667,Trop/Subtrop Forests,-0.24636234,-1.697916929,-0.879742136,-1.142315321,0.903644227,-1.641275507,-0.635218931,-1.277621357,1.116087782,0.294586224,1.367068963,-0.826378892,0.549168438,0.684122119,-0.162468761,"[57, 670]",2.20277568568955,0.0997556191625174,-0.973855580458736
40301,817.1333333,Trop/Subtrop Forests,0.951853452,-1.291146763,0,0.189971487,0.835523724,-1.712100806,-0.181955626,-0.705409338,1.470814594,0.826595144,0.606766883,-0.196648954,0.331789814,1.712978594,0.194991127,"(670, 1652]",-0.896959155023476,-2.54362422583101,0.676544580926354
40401,730.2666667,Temp Forests,0.469416746,-1.843908187,-0.380930543,-0.222694463,0.880690091,-1.817987619,-0.042345892,-0.911952644,1.39572553,0.682336628,0.680905222,-0.395867638,0.145464928,1.176105945,0.188499715,"(670, 1652]",0.273053816077324,-2.02824035972711,0.491011105592838
40403,540.8,Temp Forests,1.18807354,-1.104831769,0.580002905,0.704197849,0.849603629,-1.404932896,0.347016026,-1.205571545,1.384529807,0.803153322,0.99588202,-0.63031604,0.140703593,1.740387099,-0.163235752,"[57, 670]",-1.12398282565205,-1.4795819444148,-1.59015268450582
40501,448.6666667,Temp Forests,0.817204287,-2.468841489,0.503505772,-0.523428994,1.066635376,-1.639158466,0.110709685,-1.079201038,1.554734548,0.739158109,1.024104533,-0.748663937,0.122513653,1.569433284,0.346792952,"[57, 670]",-0.531133669556656,-1.23764603843568,-0.2113360040653
40502,360,Temp Forests,1.379622972,-0.946304817,0.529518866,0.606699905,0.765569483,-1.243483297,0.33467359,-1.272577562,1.447965207,0.830348715,1.187909843,-0.67050087,0.259300666,1.928520803,-0.051672876,"[57, 670]",-1.46935352055598,-1.57885982838872,-1.94668906402882
40701,234.0666667,Grasslands,0.420347715,-0.914195862,-0.319293409,0.105149825,0.903357491,-1.273797375,-0.114181492,-1.231606854,1.43484671,0.440921965,1.508987122,-0.499733563,0.177717949,1.387241986,-0.136302083,"[57, 670]",0.0740722680881877,-2.02013703187456,-1.74658997449007
41001,1274.6,Grasslands,-0.876739898,-4.548659707,-2.02992835,-2.046489794,0.907989235,-2.254898217,-0.968803067,-0.977776152,0.772935222,0.367943603,0.382359204,-0.925539529,0.338574271,0.138342892,-0.379068096,"(670, 1652]",5.07969044844286,2.13480543233203,1.39934147393747
41301,587.2,Deserts & Drylands,0.13366128,-1.104223864,-0.391856849,0,0.852714161,-1.331097727,-0.512780103,-1.726089587,1.301542555,0.139340723,1.455645427,-0.687207287,0.145863514,1.080378967,0.218667735,"[57, 670]",1.18612245179455,-2.39048320887226,-1.97053540798416
41303,568.4,Deserts & Drylands,0.377920848,-0.725631282,0.033381159,0.852001887,1.113286294,-1.430758998,-0.305000242,-1.52269434,1.394157123,0.249233481,1.675465832,-0.794280078,0.332029387,1.552701645,0.192156421,"[57, 670]",-0.374520368080083,-1.9853425620047,-1.83951333590907
41402,205.2666667,Trop/Subtrop Forests,0.041763558,-1.527082608,-1.558370564,-0.729295695,0.724357798,-1.165917111,-0.674885124,-1.31162063,0.986301827,0.490801061,1.314209288,-0.749028425,0.572591427,0.89644238,-0.302106475,"[57, 670]",2.08230117765287,-0.0146985740242652,-1.63026583498169
41405,893.7333333,Trop/Subtrop Forests,-2.161512943,-4.297999599,-2.772439049,-1.604655119,1.179881392,-1.579043763,-1.549652034,-1.891100291,0.617933643,0.051296135,1.234169094,-1.587007267,0.790422433,0.014014329,-0.680575723,"(670, 1652]",6.38612300440603,3.86558263065811,-1.08780272651743
50201,817.8666667,Trop/Subtrop Forests,0.193373736,-1.056584476,0.050542605,0.20722194,1.037261016,-1.556111648,-0.151711613,-1.268727064,1.044006269,0.326142919,1.063227452,-0.947235536,0.020923278,1.481934937,0.006646001,"(670, 1652]",0.654266929697281,-0.979119497553104,-1.43594697910749
50302,4192.266667,Trop/Subtrop Forests,0.799910777,-1.619606964,0.153348338,0.091624045,0.985228777,-1.824325639,-0.195664201,-0.648722773,1.104041959,0.876459579,0.542943613,-0.716324141,0.037211898,1.923539702,-0.215788165,"(1652, 9633]",-0.119589286070873,-0.46113768630532,0.278961320003646
50303,4163.2,Trop/Subtrop Forests,0.50923094,-1.954148408,-0.040556512,0.113397743,0.978854853,-2.015120173,-0.15499832,-0.88535978,1.156403313,0.634024001,0.490392764,-0.9317692,-0.077321598,1.606993134,-0.250910089,"(1652, 9633]",0.786418824263367,-0.283596659219959,0.144743315741819
50401,1565.733333,Temp Forests,1.314451478,-1.804257609,1.192879979,-0.199030684,1.072420525,-1.584888709,0.492021185,-0.418087633,1.02074324,0.854832296,0.902989966,-1.008266204,0.591683338,1.66972493,-0.399089937,"(670, 1652]",-1.20954328802424,1.89951760426819,-1.08201484922384
50402,2408.733333,Temp Forests,1.302561766,-1.556257966,1.016744354,-0.251267508,1.018380446,-1.735841224,0.406342135,-0.555119666,1.078987173,0.768031561,0.893228825,-0.964027093,0.460577359,1.735423248,-0.313801534,"(1652, 9633]",-0.967228309157236,1.21664970761502,-0.874609097495037
50403,2807.6,Temp Forests,1.304602926,-1.582674056,0.948971352,-0.220648774,1.032637688,-1.791645321,0.381119072,-0.526896738,1.111087982,0.79789512,0.898736246,-1.01059442,0.44571911,1.753968656,-0.350819294,"(1652, 9633]",-0.958989257188076,1.33109154470294,-0.741070968551297
50404,2433.8,Temp Forests,1.52622837,-1.300653611,1.098740617,-0.323710394,1.070353546,-1.718926677,0.313164594,-0.411897126,1.080183285,0.774636651,0.960031704,-0.978543346,0.473350329,1.939483669,-0.342902381,"(1652, 9633]",-1.27434433308426,1.31861483690634,-0.813678139801424
50405,1560.733333,Temp Forests,1.41721047,-0.905555948,0.602012532,-0.039864117,1.158362844,-1.720923405,0.034417329,-0.361088915,1.07945423,0.798967289,1.02182453,-0.854746795,0.348315876,2.074655465,-0.289356572,"(670, 1652]",-1.30382415180543,0.545034177598272,-0.373516083171549
50406,1498.733333,Temp Forests,1.531569948,-1.748818889,1.050638631,-0.351414634,1.247418732,-1.784602208,0.37652321,-0.177647592,0.976954551,0.992715679,0.962742913,-0.946957757,0.652596137,1.856217497,-0.400291922,"(670, 1652]",-1.61047351762135,2.25843545715953,-0.24210013593394
50407,2088.066667,Temp Forests,1.435027102,-1.508086487,1.17930735,-0.129010273,1.229374292,-1.754392726,0.4255156,-0.344072918,1.008373289,0.92074207,0.972690433,-1.044399727,0.628171595,1.804880316,-0.423038419,"(1652, 9633]",-1.56252090035798,2.13762324805934,-0.660530878074828
50408,1076,Temp Forests,1.463241885,-1.581313633,0.973006781,-0.188266468,1.319757412,-1.743884524,0.366754231,-0.182884404,0.963400838,1.053392721,0.959355672,-0.994748147,0.719465639,1.786890567,-0.505009042,"(670, 1652]",-1.68137735377144,2.54097755512211,-0.298894503686043
50409,1658.333333,Temp Forests,1.47288531,-1.015219989,0.72317633,-0.378713902,1.122365704,-1.794944016,0.159643998,-0.300097912,0.984191875,0.834900089,0.942284468,-0.949249183,0.406410598,2.049852744,-0.357076906,"(1652, 9633]",-1.16098232013099,1.27505360498121,-0.369131298010188
50410,2050.733333,Temp Forests,1.372084966,-1.696921997,1.057348744,-0.207982289,1.215080989,-1.756131233,0.401083377,-0.321246395,1.012241743,0.927241877,1.017138766,-1.023825051,0.622025312,1.772785237,-0.420114985,"(1652, 9633]",-1.42633392509296,2.17274267680849,-0.59093611439384
50411,2920.4,Temp Forests,1.158185296,-1.471077548,0.981308859,-0.054038236,1.133634335,-1.713822771,0.35881533,-0.506789549,1.096344874,0.776147782,0.993665325,-0.992688649,0.547193331,1.709905925,-0.306306175,"(1652, 9633]",-1.17669845301287,1.33107368294569,-0.811378242343927
50412,1505.666667,Temp Forests,1.53876454,-1.182733427,1.049367613,-0.312754641,1.066223087,-1.734434598,0.247765014,-0.428784539,1.020938637,0.851464924,0.854262018,-0.933180921,0.375708297,2.102442582,-0.295734218,"(670, 1652]",-1.29819869433973,1.05029743557684,-0.593929700427234
50413,3473.4,Temp Forests,1.183541193,-1.478877944,0.801457157,-0.331599989,1.064505518,-1.824744174,0.216787438,-0.528251383,1.105772162,0.778439063,0.919322371,-0.956765855,0.392569077,1.766351755,-0.30855509,"(1652, 9633]",-0.770391407352825,1.04522510941184,-0.503477584452254
50414,2532.8,Temp Forests,1.316457683,-1.51113011,1.147943017,-0.129054929,1.138121759,-1.733129816,0.477173236,-0.424956606,1.094143034,0.833259108,0.938200235,-1.009575042,0.60286145,1.745739772,-0.387002267,"(1652, 9633]",-1.38418527442876,1.71475827622849,-0.799795230404451
50415,2118.533333,Temp Forests,1.582947754,-1.477854042,1.16368166,-0.117754641,1.183448855,-1.753588508,0.390677419,-0.298135167,1.06914329,0.902601297,0.995636441,-0.955242746,0.592273303,1.843438989,-0.431497733,"(1652, 9633]",-1.64127719304686,1.8079911031363,-0.618848698547329
50416,1769.133333,Temp Forests,1.590716355,-1.679319278,1.064557355,-0.29879898,1.270205261,-1.760043744,0.350682015,-0.18791876,0.9890601,1.015176296,0.985677261,-1.016167624,0.631579215,1.839677343,-0.493668181,"(1652, 9633]",-1.60470523704333,2.45892634746861,-0.384153850532429
50417,1261.133333,Temp Forests,1.454560819,-1.030346563,0.853484382,0.544084221,1.276353196,-1.513128848,0.458866401,-0.556610819,1.34840032,0.910760081,1.036828578,-0.861102378,0.574511863,1.906272901,-0.138015522,"(670, 1652]",-2.35028384517437,0.243092270750031,-0.700152525786139
50501,635.8666667,Temp Forests,1.815757872,-2.717742813,0.94302275,-0.102157342,1.815441292,-1.648439774,0.167746699,-0.343464028,0.913259171,1.272419527,0.965437272,-0.783976508,0.6771183,2.615327898,-0.136852663,"[57, 670]",-2.6252473549457,2.34516047167743,0.671817638913084
50502,498.6,Temp Forests,1.619057791,-2.392660489,0.902734572,-0.364897465,1.687158541,-1.505066151,0.360833437,-0.443577824,0.900972819,1.138368551,0.909319988,-0.802295779,0.627614476,2.069666861,-0.218803793,"[57, 670]",-2.02515240426283,2.2072875333048,-0.00493359410698183
50503,2512.133333,Temp Forests,1.409519472,-1.206896497,0.632053583,0.576470494,1.295215443,-1.784012826,0.077069078,-0.497839057,1.198378878,0.809250519,0.851795713,-0.85916588,0.211971877,2.402288776,-0.230780031,"(1652, 9633]",-1.64639889483608,0.0565332826898915,-0.0648855080216297
50504,1153.666667,Temp Forests,1.108033623,-1.480658661,1.102755947,-0.133747476,1.044090343,-1.770378971,0.216113478,-0.461888861,1.028199521,0.946092024,0.893893372,-0.989776772,0.429304544,1.806116199,-0.377637513,"(670, 1652]",-1.02280558213104,1.39693595626871,-0.613758010988613
50505,1354.333333,Temp Forests,1.872151485,-1.549467641,0.845397622,0.507410837,1.460537206,-1.575498487,0.140737577,-0.458582577,1.218161197,1.025311767,0.958264854,-0.844226801,0.422203223,2.655906309,-0.023196242,"(670, 1652]",-2.67696158751345,0.404745741471462,0.031297606637926
50506,1019.866667,Temp Forests,1.646819428,-1.942910388,0.571922076,-0.021618255,1.417496615,-1.631827924,0.318370637,-0.299877535,1.20742497,1.00370404,1.031117932,-0.968199943,0.676459625,2.068805343,-0.070005482,"(670, 1652]",-2.17803872397037,1.46834337190878,0.098162879101065
50507,1110.866667,Temp Forests,1.721794883,-1.942580314,0.879861983,0.16643473,1.510261562,-1.66288387,0.221578804,-0.457667256,1.173006026,1.072451545,0.932650966,-0.98409747,0.586305997,2.301098761,-0.116477165,"(670, 1652]",-2.31713762587156,1.46018335742733,0.107274735846802
50508,1322.666667,Temp Forests,1.725470396,-1.742517574,0.676604746,0.07819676,1.284903776,-1.725423956,0.271019565,-0.352797734,1.351433892,0.993777955,0.943934683,-0.834587145,0.456686783,2.160640476,-0.080792661,"(670, 1652]",-2.14539743322817,0.493533065489306,0.220614588941889
50509,353,Temp Forests,1.32664306,-3.184441312,0.7437041,-0.197778779,1.748818889,-1.576227553,0.445753958,-0.484500336,1.029792402,1.016675584,1.12270984,-0.73889842,0.869870579,2.047571734,-0.091447172,"[57, 670]",-2.08826842484053,2.32320461854722,0.181340254569921
50510,1636.2,Temp Forests,1.731732518,-1.398403703,0.496028902,0.172576919,1.295067983,-1.683403929,0.253760008,-0.296218299,1.290250594,0.963671791,1.039335208,-0.936916175,0.593602415,2.103281461,-0.077967948,"(670, 1652]",-2.23290605079845,0.803788942649305,0.0625212860548174
50511,2170.666667,Temp Forests,1.88224617,-1.786415026,0.990601222,0.41665574,1.523752686,-1.654341778,0.016248385,-0.413798526,1.063303841,0.963655999,0.876441891,-0.84947557,0.3723463,2.646928798,-0.197538124,"(1652, 9633]",-2.2595074344175,0.970784193786934,0.0568933615315678
50512,1512.666667,Temp Forests,1.863922624,-1.266119726,0.7973261,0.453594988,1.242938387,-1.683560331,0.111646138,-0.471845296,1.364321073,0.983980632,0.958949549,-0.833170753,0.330311738,2.394870463,-0.067724177,"(670, 1652]",-2.35089360931167,-0.136363838191722,-0.01985838237724
50513,970.8,Temp Forests,0.879552108,-1.513542067,-0.534081594,-0.772167417,1.078704046,-1.857406716,-0.621915641,-0.407699062,1.146152365,0.789611027,1.032443265,-0.909166272,0.410020987,1.560845969,-0.2267266,"(670, 1652]",0.32354897213237,0.675092881422588,0.561741589733097
50514,712.4666667,Temp Forests,1.717929635,-2.059401034,0.907878321,-0.214678708,1.65892484,-1.738052886,0.268239166,-0.141444324,0.987327182,1.095952713,1.155174004,-0.733713453,0.866805799,2.273266471,-0.336198667,"(670, 1652]",-2.48996210000412,2.43261722265843,0.363693596685258
50515,730.6,Temp Forests,1.75596579,-2.379535458,0.631174428,0.511295031,1.409837712,-1.634801591,-0.199132774,-0.557585939,1.276163941,0.960045795,0.91578996,-0.992640317,0.337357555,3.009713561,-0.069945165,"(670, 1652]",-2.03292719608672,0.688347450077689,0.21370031830355
50516,2045.266667,Temp Forests,1.732106791,-1.224528038,0.491023614,0.374420235,1.184512531,-1.752822214,0.087967505,-0.47054745,1.410392402,0.999036454,0.950602946,-0.862401765,0.412779144,2.344789081,0.018579321,"(1652, 9633]",-2.22907486308509,-0.209183842737732,0.260766482855599
50517,2536.266667,Temp Forests,1.394038215,-1.315041353,0.579803991,-0.450644258,1.12449449,-1.846676819,-0.031143056,-0.293551384,1.112627895,0.891139733,0.993771314,-0.942831397,0.452268305,2.020715954,-0.318172768,"(1652, 9633]",-1.06717565093707,1.20206954665804,0.00402447902559447
50518,1938.533333,Temp Forests,1.906938473,-1.737674981,0.847809337,0.167824188,1.459707582,-1.674531251,0.162041434,-0.237023541,1.143211093,1.039080469,1.037592248,-0.903482263,0.596072014,2.445233788,-0.1489972,"(1652, 9633]",-2.5172744239714,1.38197893976038,0.163568431181576
50519,1496.533333,Temp Forests,1.459993187,-0.878700822,0.147623807,0.562676204,1.318931597,-1.683328998,0.14308411,-0.589483508,1.465423936,0.953781793,0.966517493,-0.747408167,0.391354025,2.054891697,-0.046217331,"(670, 1652]",-2.10552723236412,-0.685588103043091,0.212325453364684
50520,518.6,Temp Forests,1.688927593,-2.686304754,0.45424838,-0.235488883,1.387838602,-1.770775213,0.270825017,-0.186983196,1.272653031,0.959362489,1.06712463,-0.901581152,0.68414101,2.225017935,-0.019633497,"[57, 670]",-2.01726644143458,1.57829863793446,0.569892933017964
50521,200.0666667,Temp Forests,1.440367844,-3.617103091,0.461666935,-0.153841776,1.354502858,-1.729132292,0.415305629,-0.993097647,1.306495574,0.628890735,0.877260263,-1.382556039,0.82136588,1.982150589,0.066558161,"[57, 670]",-0.909349488039171,2.40004887280253,-0.43941475716289
50522,1242.066667,Temp Forests,1.692596649,-1.314317419,1.062835965,0.294707987,1.329288392,-1.717852469,0.237147636,-0.398746525,1.188526097,1.045686042,1.025307288,-0.933216483,0.535146146,2.073145254,-0.246264264,"(670, 1652]",-2.26087811322029,1.10985001099158,-0.243059128419505
50523,1996.666667,Temp Forests,1.563214874,-1.132591014,0.83311092,-0.408384779,1.138042823,-1.860863394,-0.001319238,-0.263644477,1.080220932,0.867457346,0.942702748,-0.898783106,0.388947818,2.190265134,-0.287099926,"(1652, 9633]",-1.32382783490657,0.986921703985013,-0.0090645811510983
