ECO_ID,SpeciesNumber,SizeCategory,BiomeType,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
60226,517.1333333,"[57, 670]",Trop/Subtrop Forests,2.51670607598609,0.684173219950848,2.03302559384569,0.436217781032765,-1.88204181349466,0.398722124673919,-0.0210286397617341,0.31504658764317,-0.164268886972133,0.341061035330979,-0.175671480136983,-0.0720115901986104,-0.45710283643601,-0.166948740534489,0.0154591215152864
60227,591.8666667,"[57, 670]",Trop/Subtrop Forests,0.604495469237562,1.28820052500861,1.13138234756525,-0.578256043581069,-1.06175521704754,0.551721142170266,0.796121267773613,-0.528614956658688,-0.268809100831161,-0.176577483594718,-0.149236754466712,0.284595273876429,0.171324694041455,-0.0675307536302595,-0.169939189237652
60228,2441.866667,"(1652, 9633]",Trop/Subtrop Forests,0.706806698839679,0.869874262899037,0.385118327221901,-0.391444100994172,-0.20512960593385,0.0681083932464434,0.828721273883149,-0.561167458831847,-0.479081602604175,-0.150184818289902,-0.0585707455583191,0.000402427280539554,0.167073264248842,0.103373950690821,-0.24760843516225
60229,515.6666667,"[57, 670]",Trop/Subtrop Forests,2.97455029037312,0.110706057699711,2.12357028371885,0.969235430332559,0.410916526521159,-0.946163061774157,-1.01539805365726,-1.26611438145054,-0.32007885098538,-0.26897395556599,0.264827245521346,-0.335198524974428,0.121012944728496,-0.424963575837447,-0.15539050730804
60230,2750.6,"(1652, 9633]",Trop/Subtrop Forests,1.46564778956213,0.873541895125682,0.76333350160755,0.0579790562057662,-0.25999152926362,-0.224813776308706,0.465241802275944,-0.388306866686471,-0.5495720869699,-0.158033849184526,-0.178307532195328,0.0207839997122662,0.0711305923441771,-0.0712148576118891,-0.103164664373576
60232,389.5333333,"[57, 670]",Trop/Subtrop Forests,1.35792783512299,1.38537117595673,1.39621300511494,-0.552651080575437,-1.70840283894497,0.185640629141708,-0.203378656942089,-0.48110051460552,0.123851050129464,0.220994481882039,-0.69069085247371,-0.0102036270383302,-0.438625825432044,-0.0701306745892052,0.325022048781395
60233,1338.333333,"(670, 1652]",Trop/Subtrop Forests,1.62449328083443,0.388614927576059,1.07705674103276,-0.0319798514743761,-0.4737884186957,0.543992445210589,0.465454080191924,-0.154278253223918,-0.356670518040264,-0.19333595715189,-0.199363443560331,-0.167105502020603,-0.19190195619283,0.0893887569491875,-0.151142453946236
60235,1478.466667,"(670, 1652]",Trop/Subtrop Forests,1.45841362875451,0.755881658303829,1.36921026552946,0.520665134098718,-0.626886650845694,0.560356802596717,0.481858404004913,-0.261966610173215,-0.280441489448434,-0.410318908579894,-0.200195715884926,-0.117637987155455,-0.356557215638039,-0.218420968810156,-0.00257735194135589
60301,434,"[57, 670]",Trop/Subtrop Forests,3.34449767205827,0.499827839379024,1.17475480923388,-0.592407918816355,-1.67890429761882,0.412006248429119,-0.0455855700938489,0.357475161490249,-0.287388491769006,0.116999282291519,-0.134869116424043,0.01970925176455,-0.141066336321352,0.0237211328343262,-0.00726939601876568
60302,382.2,"[57, 670]",Trop/Subtrop Forests,2.73022963720046,-0.431533707073279,0.224091655552902,0.613189262584436,0.000521861796172335,0.601595454976627,-0.0882487149041966,0.963228551398498,-0.687683497714414,0.0321249269314368,-0.455891411183314,-0.21010151719114,-0.398605890341524,0.123909058232232,0.176328050469009
60303,5213.4,"(1652, 9633]",Trop/Subtrop Forests,1.29310293601625,0.287220153565221,-1.48352430695977,-0.0556709164648149,0.649747164195034,-0.163323613243889,0.201257691138976,0.0454062552063476,-0.194074282188718,-0.227635137764969,0.0766134899759366,-0.0558202385921059,0.200327868286476,-0.0632096997656202,0.0584770728485148
60304,386.6666667,"[57, 670]",Trop/Subtrop Forests,5.35980177259411,-0.988686872757554,-0.943288076127039,-0.508541059779681,-0.833503148003774,0.0684711624621679,-0.454771239242176,1.58045223481383,-0.769215507965007,-0.402719342381898,-0.225888653461906,-0.331042457943853,0.729258054418707,0.420020921057016,0.0337785076634571
60305,950.3333333,"(670, 1652]",Trop/Subtrop Forests,2.80961899278542,-0.188828396120478,-1.39838031854362,-1.33255665571903,0.652891740436883,-0.282051577166997,-0.324398287244183,0.761303074510515,-0.0333782303430856,-0.0992713025426288,0.565148652205424,-0.700868330126002,0.256586649851794,0.205575813263615,-0.131896724047522
60306,412.6,"[57, 670]",Trop/Subtrop Forests,1.77776070827229,-1.58156933912968,-2.26161626603966,0.697212206725368,1.82826170213466,1.62651179089627,-1.07356781253274,2.03769382472643,-0.604765364902577,0.344428746861777,-0.71821774079048,-0.913123607284995,-0.628613966978087,0.588269488760971,0.151481456644251
60307,472.6666667,"[57, 670]",Trop/Subtrop Forests,-0.190855742499605,0.564510325440897,0.0181404161386295,-0.254399536805832,-0.291852791171732,0.717251659883563,0.800228771287459,-0.0833968311135899,-0.365119980098343,-0.448160798682505,-0.271224896312373,0.398136804481991,0.0633318242723655,-0.185254150566404,-0.106530087848591
60308,1833.466667,"(1652, 9633]",Trop/Subtrop Forests,1.4755261252483,0.59225043148952,-1.02462289435627,-1.63845363081328,0.0495667775493953,-0.803255584435496,0.0696467307961193,-0.316826537925909,-0.393001274493734,-0.15660797917699,-0.190614684673248,-0.0909872179680995,0.070918285109923,-0.080625015560689,-0.0106457540828355
60309,3676.733333,"(1652, 9633]",Trop/Subtrop Forests,0.865195700399578,0.95576976245356,-1.2017824874444,-0.952856537671162,0.330271139819462,-0.830678329244158,0.452901391501337,-0.154077807371855,-0.522154955971173,-0.298807588290648,-0.132860458039379,-0.0386533385477943,0.151696777377819,0.0877874586102777,-0.131323535329373
60310,5271.4,"(1652, 9633]",Trop/Subtrop Forests,0.23398465650595,0.473551231148904,-1.49572898115525,-1.01016667749634,0.229777968903984,-0.315245886609945,0.536012857904487,-0.051500379634538,-0.458699743821367,-0.304349140844561,-0.134966380363707,0.039531755927464,0.249506550350638,0.0171516533748457,-0.0564591325734019
60402,324.2666667,"[57, 670]",Temp Forests,-2.03374545838715,-2.31809916846561,-2.0446965126375,-1.46855763987092,0.199098191100854,-0.602452286920959,-0.376784051067388,-1.16739473945911,-1.10087311955968,0.954280867790887,0.300806356063343,0.527347143724943,-1.15773387820811,0.471950770163139,-0.252604882868755
60404,1510.6,"(670, 1652]",Temp Forests,-0.947193641409617,0.00191615803622588,-1.53829241974587,-2.19634555187875,-0.200185563474859,0.14875708018139,-0.00409410605273841,-1.05167430831516,0.240214896025261,0.557019280196089,0.13155481062722,0.182922183362539,-0.244939583089177,0.469846667714412,-0.371344533312839
60702,487.5333333,"[57, 670]",Grasslands,3.1449663337195,-0.413280778047052,1.6763561892317,-0.328359099261953,0.377689182577811,0.521325434882651,-0.711325573287254,-0.531500923453673,0.243020943487311,-0.06675547699758,-0.318282300444735,-0.190861241494976,-0.327656589991582,-0.198040052201646,-0.0499236933308021
