ECO_ID,PD,MDT,MPD,MNTD
60134,23168.8067528483,35.9239835438076,246.299003182685,46.0789241231516
60135,71572.5246822297,21.8004753179421,244.269001200007,28.2015032209783
60136,119711.081676804,18.0842584009799,245.407051228785,24.8621234160597
60137,48196.0444976315,25.4378178561705,243.73280221717,31.936067468922
60138,27709.7139464839,32.9855200372304,240.924577289419,39.0939782870567
60139,33744.4528916785,28.7626850339483,239.599311462831,34.9774326735641
60140,65478.4207418427,22.4379012345739,243.540947392982,27.6029140057138
60141,18940.2150551091,38.7642271979559,241.658690474087,45.2663358729388
60142,90632.8567863729,20.2455674139192,247.405437563316,26.9574529963987
60143,54174.4405581446,26.2255205022887,245.541642686469,31.3981140878267
60144,8807.3569995068,50.2907427981962,239.518318403577,67.1073637696798
60145,131053.712815955,17.4246230429236,245.783703393081,25.4457375897271
60146,56378.3957069186,22.7355500359366,242.707246305436,26.6818938941356
60147,7793.304294003,59.7224592500254,245.69801321998,78.892915398588
60148,31603.7026351069,27.5451449045305,243.899450364724,33.5806103060076
60149,5306.6032976648,53.5701523156255,243.85816511857,65.7466183378263
60150,101440.220363387,18.4332423965505,242.041053883741,24.3564639995928
60151,35000.8954207285,28.8702599330344,245.020626241453,34.1070651121626
60152,47191.2523778067,26.2783928979336,243.988229487004,31.8821711679766
60153,106407.477990669,18.9081663936997,243.201090543256,24.4808964785232
60154,103714.026859453,19.2268651566271,245.801297805985,25.884344201
60155,43039.4679221115,26.1459717433949,244.745810717653,32.3946588821195
60156,49343.1787127809,25.5535223453791,245.275067943711,29.637091375463
60157,25452.3664087478,31.2878562330666,243.728037119984,36.1549016853237
60158,24532.5036548638,35.3255994287376,242.623500045419,37.742563623847
60159,15091.8343734638,42.7314969514279,241.105847198596,51.0699172841939
60160,124513.069739189,18.181670919633,245.670496688563,25.5848277121003
60161,47789.3761781206,24.6693779693673,244.696009653099,28.3116608124602
60162,51130.4834848378,24.7581272936636,244.129016253112,29.9542577314331
60163,48887.4956553999,25.7740474746641,246.597236696574,29.7150457409959
60164,36651.84957754,27.5650010762347,242.26754711823,33.6080386188816
60165,37573.2558953739,24.1699321471989,237.061790600495,27.1197181493615
60166,107480.237434787,19.507016775711,246.256569581638,26.9244058553479
60167,112054.967794336,18.4206883922381,246.677428315499,26.2012730783576
60168,32121.5493899909,29.2747991075746,241.450223347343,34.11254528911
60169,45121.3765177018,28.6657267441188,244.663385413019,32.3054080194134
60170,43058.1318613503,27.3459814307529,244.782796834574,32.7906889214774
60171,21457.9038208413,32.2033042424744,244.953664702248,39.2128107452278
60173,72982.4955419101,21.7462475544035,244.378625474353,27.3237313875271
60174,70593.7505324653,21.780875744448,245.433099958032,27.2578358705396
60175,38618.3499692834,27.5161866022563,241.685004598553,31.7393520106307
60176,75281.9446350407,20.210860036692,243.361399721415,25.1844446123481
60177,33360.1700933171,27.74726939282,241.369255441219,30.3823538418494
60178,55945.3715968621,23.9662280359818,247.797350509136,32.4698547526452
60179,19657.0537226739,39.991687693283,244.449257347297,50.7357219136074
60180,42043.5504764579,28.3071367685753,245.489206100753,34.1892087482608
60181,44277.2571819137,23.6242579389167,242.448689739394,28.6308236512418
60182,61685.6474183766,23.895351015262,245.053510454067,29.4721870389453
60201,34277.9278219157,26.1663943509505,245.893721979106,32.0650983174414
60202,66025.8139220223,21.9792548702866,239.906478824471,27.5532412329726
60204,43169.8483753202,22.2400729990521,237.794101497998,25.2492993534147
60205,62030.5010075936,19.6397799451449,238.071912165697,23.832040256232
60206,57055.2169719341,22.7678296543382,238.670239730906,27.7702918830889
60207,29745.2138051193,29.757427158172,245.319432188544,38.4730964416093
60209,65280.9269707418,21.3253637533906,243.38349311067,26.984621356569
60210,58444.9735429688,21.4959999518838,238.303348044982,26.7040930674303
60211,44698.19903123,23.223637320506,242.284203847708,27.9301694793383
60212,70161.3320127045,21.2277764983604,242.179387086928,26.5180447950295
60213,22930.0902773953,32.6641385855091,241.98156515419,38.2834372980273
60214,26566.0229454349,29.7846636252642,243.513562972517,37.7806073585764
60215,27327.2830417731,32.0133690644269,240.416522500929,38.5186783136743
60216,6981.8593055147,44.8148409632356,239.1445657493,55.4520499681
60217,55195.6254770988,22.6354198563078,241.433026105257,26.641147943086
60218,10001.2728163857,49.9816805543827,234.856363949886,66.4340355320074
60219,6014.4911120217,58.363115864437,243.247876859203,73.3414687196456
60220,15363.9983616215,39.5385699122585,241.764102282775,48.686052300867
60221,24766.8423843107,30.2956123633731,240.094937139673,36.1293254547979
60222,11165.8456202663,42.5901826960771,245.441500614494,50.4539153328229
60223,18396.5429794308,37.5020545880262,240.25415438107,43.5760616300208
60224,23505.1261262809,32.8557799564818,243.614517732757,42.8645293398322
60225,4571.8178880033,64.1056392206824,235.901425502536,93.9606787183563
60226,19858.3925563994,33.3816770038998,239.759406270602,42.1373896969136
60227,20643.8235966935,30.2014385678147,236.021892782561,34.6918184940777
60228,55278.766878368,20.7480004386469,238.512592944328,24.4865941862219
60229,21206.1803691507,34.4988596533402,240.485423302425,42.0084033733377
60230,63299.1896013927,20.350449955134,239.455436017012,25.3594906173431
60232,16533.4997660352,35.9414792861562,238.606531016166,45.6114305309606
60233,37489.8957340658,24.251462059088,240.895882012444,28.9227917445967
60235,39816.9662514424,23.9189765426888,241.094778961105,28.9506812128285
60301,17558.102745095,36.5916493252986,239.501101863677,42.1666624681434
60302,17749.388585111,41.0585719208267,243.203853775576,50.7396375707893
60303,108416.405185466,18.3537871157745,244.044363270914,24.342798534725
60304,16782.119792566,41.0719244178136,239.840105806326,42.8333443394275
60305,30147.4090146919,29.9615560702553,242.637536560431,33.7131647325456
60306,17489.7155425093,39.1542739317415,242.286639275986,46.5492686607437
60307,18008.5769861446,33.4218018753288,238.773391464306,38.0085244897311
60308,46523.2715040862,22.5594019725421,238.341420282799,25.6878174511721
60309,77048.1812420534,18.6953340993332,238.341356337001,23.5030298952309
60310,101924.724552878,17.1957727763584,239.65916028168,22.8193651965386
60401,4361.8088989968,68.5995158275862,228.895526505881,78.6721924867158
60402,12482.0334393445,33.9596836196586,237.137345950462,36.0428031804728
60404,38034.547128,23.2549158566995,236.989567827275,24.5416178254658
60702,20044.0040891651,35.6840414764799,243.303054197341,42.9995793264523
60703,76863.9360398561,19.5959194991735,241.490659761992,25.6090370228717
60704,180325.868678713,15.862630555108,242.51193083689,24.3310235308979
60707,48094.4908493234,26.2296936705945,243.293290418873,31.4786322720574
60708,46467.4502964964,21.8486144612503,238.9310074125,26.6285522906816
60709,75414.7104025959,21.511946849747,243.951397972382,27.6824286462519
60710,49888.9623628407,22.3626855553654,239.217951074089,25.6520376367476
60801,32750.1121577985,24.4004926322198,236.20650706647,30.1506554169207
60802,14879.0774135179,30.3963657158202,229.170755299385,36.0127545663475
60803,31481.6250374769,25.938352725904,237.164592309771,31.8381159646294
60805,19176.3063657801,26.0631295375494,232.592437688668,26.1853912372483
60902,3275.9942526,71.3690037863636,241.499775718384,103.324714631111
60904,34256.7315510033,27.1286694642775,242.794536031336,31.9172000114244
60905,9076.1541560122,55.4399595485316,244.679760946498,70.4220029763
60907,35761.9157548793,26.0274434671952,242.097719051013,30.508141132257
60908,19867.2321462074,31.6820053787983,236.849445429288,37.9309191177225
60909,17483.0689520901,28.877590132421,237.527824196465,31.6422977745258
61001,12365.7076719997,28.2516758157779,226.574906508181,24.2478923072975
61002,25547.4741682483,25.5022980161043,232.486049514937,25.6232268185134
61003,42255.2712945173,24.2755912194146,235.754572631943,26.0595519478159
61004,10857.8028152643,34.9049021044141,234.181374102161,30.9856010398579
61005,6112.7777408425,36.0522041195428,213.32662731095,36.6380305880839
61006,50316.3604734193,21.9266666384025,237.901867375218,24.1441350425876
61007,3470.0370214997,48.1901290999954,217.862019764243,53.4243811538346
61008,14556.1066455121,25.5131190104592,227.954908133001,25.2405021021603
61010,16998.1637370332,24.7622868913998,229.71263049857,27.3499656494975
61201,36247.7418366684,23.1165298098133,236.791959840381,24.8157135117107
61301,5846.8720205183,56.342375125192,239.948112030657,75.7590289033447
61303,6185.2996810001,36.4939617351358,227.925834938555,40.4514921685899
61304,115750.983956928,18.437114639225,242.422150329322,25.2574948488175
61305,31397.4556481146,27.5383546674903,243.854693264225,33.90045399238
61306,13420.0423188647,38.8713675765019,233.917195089258,43.8692159540011
61307,22354.4559908283,31.7857728606825,241.228179716244,39.1600153011231
61308,29056.5716584999,28.4197334746701,239.26329866243,34.5870022533605
61309,23434.2943194641,33.1426964057107,241.736801407252,41.7906986916542
61312,10418.2606765507,36.1880173554247,235.095315124688,42.5223101390029
61313,2547.7028590061,63.4681760792763,238.218861859406,81.3490873849949
61314,18934.1389017854,30.0955634940222,235.417078199205,34.4778784217412
61315,30396.3791858626,24.4350244493511,232.660164137016,26.5325483690683
61316,31551.2363655543,23.5719713400354,235.494133215312,27.3901637705539
61401,50416.4937351975,25.7633140523867,244.504372048469,32.0590131291531
61402,28422.3417112152,29.022867335529,240.553509181877,34.736128670474
61403,50674.6542669867,24.1156737289487,243.834143891253,29.5926067739211
61404,22024.4948907311,27.2653095896008,236.793198226298,30.7076253293598
61405,21012.0947390673,34.7881872903573,246.362795177469,45.5728784207769
61406,50748.5808794536,25.9680606998579,244.809229726421,31.5615852762945
61407,22808.1636618257,31.8773884420154,239.556396492148,41.0479796758701
70101,9935.343513055,51.4159796478645,247.032412135125,65.5165687346198
70105,14927.7666590851,42.0019578513556,243.225448249895,46.2921476509377
70106,36124.3624866191,25.8024892427638,241.055592230711,30.4406514083157
70107,4218.2910638258,51.02973629791,234.983186213316,68.3187469172938
70108,9134.8365650058,46.670461546518,237.223250219292,49.9575081283575
70109,9587.768520716,50.9348621940739,245.429121162271,62.2180580342165
70110,6118.8588394968,63.6739837772435,240.591577691914,85.0948951764079
70112,10717.0378208988,49.2135423552,240.179281662061,53.4671846486127
70113,16179.2248276015,38.5497937111794,243.371311703703,44.1680789938482
70114,7233.523678512,49.8950522079042,242.526567138956,67.5147349307667
70115,4202.9497350003,72.3197605535661,243.079984588042,95.1264692586207
70116,5796.8640805061,49.0019458965378,236.7233227442,50.5590776080688
70201,6822.7793385488,60.3426362772699,244.002107874508,69.9298824539639
70202,30957.8626249183,28.154121077229,241.527525921748,34.3806674975767
70203,9296.5688260233,55.65021505645,243.899697016281,77.5553295355376
70701,5119.5834469998,47.7905587596154,236.492609491797,59.3069559158841
70702,13995.6541896926,38.1154272721388,240.697511664258,47.6909811246047
80101,89095.5126401957,18.0830622537966,245.078439006383,24.6959978060057
80102,100514.079909465,17.5151392048039,243.405338522872,23.9567507173325
80401,34140.9773774308,18.9647659277136,238.617494576804,23.207645215139
80402,112486.905115705,15.3556332503057,240.953823567389,27.193869836231
80403,23516.8062293042,26.67663365805,241.721796414988,31.4167304298803
80404,39582.4568451821,18.3547616748324,237.924416120921,22.3333975313211
80405,64366.8049476879,17.2209723988264,238.286813513302,25.2877359615634
80406,62530.1748023792,16.1906869857405,239.166127374429,21.0020224815883
